NAT_MARK,SCH_NM,PROV_NM,SUBM,Teacher_Gender,ACHIEVEMENTS1,MIDTERM1,FINAL1
45.1,57,0,1,0,27.0,12.0,21.0
41.6,57,0,1,0,28.0,16.0,28.5
43.1,57,0,1,0,26.0,12.0,25.0
50.8,57,0,1,0,29.5,18.5,32.0
56.7,57,0,1,0,29.0,18.5,38.0
48.0,57,0,1,0,29.0,14.0,33.5
54.9,57,0,1,0,29.5,18.5,38.5
42.4,57,0,1,0,23.5,5.5,8.0
43.8,57,0,1,0,27.0,12.5,20.0
44.5,57,0,1,0,30.0,18.0,30.0
49.9,57,0,1,0,30.0,15.0,38.5
42.4,57,0,1,0,28.5,12.0,19.5
41.6,57,0,1,0,28.5,12.5,20.0
51.7,57,0,1,0,28.0,16.5,30.0
51.7,57,0,1,0,28.5,19.0,37.0
51.7,57,0,1,0,29.5,17.0,33.5
40.8,57,0,1,0,28.0,15.5,27.0
48.0,57,0,1,0,30.0,15.0,28.0
58.6,57,0,1,0,30.0,20.0,47.5
43.8,57,0,1,0,28.0,12.0,20.0
49.0,57,0,1,0,29.0,16.0,31.0
0.0,57,0,1,0,27.5,12.0,20.5
56.7,57,0,1,0,30.0,19.0,43.5
47.5,57,0,1,0,24.0,12.5,19.5
49.0,57,0,1,0,29.0,17.0,34.0
56.7,57,0,1,0,29.5,17.0,44.5
65.8,57,0,1,0,30.0,19.5,48.0
44.5,57,0,1,0,29.0,14.0,37.0
49.0,57,0,1,0,28.0,16.0,39.5
59.3,57,0,1,0,30.0,19.0,49.0
55.6,57,0,1,0,29.5,18.5,41.5
48.0,57,0,1,0,26.0,15.0,36.5
45.8,57,0,1,0,26.0,16.0,30.0
47.5,57,0,1,0,27.5,14.0,28.0
36.8,57,0,1,0,28.0,9.0,11.5
51.3,57,0,1,0,29.5,16.0,36.0
42.4,57,0,1,0,26.5,12.5,11.5
47.5,57,0,1,0,27.5,16.0,44.0
51.3,57,0,1,0,26.5,8.0,32.0
60.4,57,0,1,0,30.0,19.0,35.5
46.3,57,0,1,0,28.0,14.5,37.5
40.8,57,0,1,0,23.0,13.0,24.0
49.9,57,0,1,0,27.5,14.0,37.0
73.3,57,0,1,0,30.0,20.0,50.0
62.7,57,0,1,0,30.0,19.0,46.5
43.8,57,0,1,0,27.0,12.5,24.5
46.3,57,0,1,0,25.0,12.0,13.0
63.2,57,0,1,0,30.0,19.5,46.0
54.9,57,0,1,0,30.0,19.0,42.5
61.2,57,0,1,0,30.0,20.0,47.0
45.8,57,0,1,0,29.0,13.0,32.0
49.0,57,0,1,0,29.5,16.5,40.0
49.9,57,0,1,0,28.5,16.5,28.0
48.5,57,0,1,0,29.5,18.0,35.5
46.3,57,0,1,0,27.0,14.5,28.0
55.3,57,0,1,0,30.0,17.0,44.5
49.9,57,0,1,0,29.0,17.5,30.5
49.0,57,0,1,0,28.5,13.5,30.0
37.9,57,0,1,0,24.5,10.5,20.0
48.0,57,0,1,0,27.5,16.5,38.0
40.8,57,0,1,0,25.5,12.0,16.0
57.8,57,0,1,0,30.0,19.0,46.5
51.3,57,0,1,0,30.0,20.0,42.5
43.1,57,0,1,0,26.5,14.0,37.0
52.1,57,0,1,0,29.0,17.0,40.5
46.9,57,0,1,0,29.0,16.0,32.5
57.5,57,0,1,0,30.0,19.0,45.0
40.8,57,0,1,0,26.0,12.0,15.0
44.5,57,0,1,0,28.0,12.0,26.0
56.4,57,0,1,0,30.0,18.0,42.5
45.8,57,0,1,0,29.0,15.0,30.0
43.8,57,0,1,0,27.5,15.0,33.0
61.2,57,0,1,0,30.0,20.0,46.0
32.7,57,0,1,0,24.0,7.0,17.5
63.6,57,0,1,0,30.0,19.5,49.0
44.5,57,0,1,0,28.0,13.5,26.0
42.4,57,0,1,0,27.0,12.5,30.0
74.0,57,0,1,0,30.0,20.0,48.0
42.4,57,0,1,0,25.0,12.0,23.0
59.3,58,0,1,0,28.5,19.0,43.0
50.4,58,0,1,0,27.0,17.0,30.5
61.6,58,0,1,0,30.0,19.5,49.5
71.8,58,0,1,0,30.0,20.0,50.0
56.4,58,0,1,0,29.0,16.5,41.0
59.7,58,0,1,0,29.5,19.0,48.0
62.3,58,0,1,0,30.0,20.0,46.5
45.8,58,0,1,0,28.5,17.0,32.5
64.4,58,0,1,0,30.0,20.0,49.0
43.1,58,0,1,0,28.0,14.0,24.0
52.1,58,0,1,0,29.0,18.0,45.0
60.8,58,0,1,0,30.0,19.5,49.0
49.9,58,0,1,0,29.0,16.5,43.5
49.0,58,0,1,0,29.0,18.0,36.5
62.3,58,0,1,0,30.0,19.0,46.5
53.3,58,0,1,0,28.0,18.0,39.0
69.9,58,0,1,0,30.0,20.0,50.0
37.9,58,0,1,0,30.0,5.0,12.0
37.9,58,0,1,0,28.0,15.0,24.0
61.2,58,0,1,0,30.0,20.0,48.0
58.6,58,0,1,0,29.0,19.0,50.0
43.8,58,0,1,0,30.0,12.0,31.5
49.9,58,0,1,0,30.0,15.0,41.5
59.7,58,0,1,0,30.0,19.0,47.0
57.1,58,0,1,0,30.0,18.0,40.0
54.1,58,0,1,0,28.0,17.0,38.0
48.0,58,0,1,0,27.0,13.0,27.5
42.4,58,0,1,0,28.0,16.0,34.0
62.7,58,0,1,0,30.0,20.0,45.5
48.0,58,0,1,0,28.5,15.0,35.0
40.8,58,0,1,0,29.0,15.0,32.0
58.6,58,0,1,0,30.0,20.0,47.0
42.4,58,0,1,0,27.0,12.0,16.5
57.1,58,0,1,0,29.0,19.5,42.5
54.9,58,0,1,0,29.5,19.0,40.0
49.5,58,0,1,0,29.0,14.5,33.0
41.6,58,0,1,0,30.0,13.0,22.0
52.1,58,0,1,0,27.5,16.5,37.5
41.6,58,0,1,0,30.0,13.0,35.0
56.0,58,0,1,0,30.0,20.0,47.0
57.8,58,0,1,0,30.0,20.0,50.0
64.4,58,0,1,0,30.0,19.5,45.5
40.8,58,0,1,0,30.0,12.5,21.0
39.0,58,0,1,0,30.0,17.0,21.0
44.5,58,0,1,0,28.0,14.0,22.5
50.8,58,0,1,0,28.5,17.5,27.0
64.0,58,0,1,0,29.0,19.0,46.0
44.5,58,0,1,0,30.0,10.0,21.0
64.0,58,0,1,0,30.0,18.0,47.5
61.6,58,0,1,0,30.0,20.0,47.5
66.2,58,0,1,0,29.5,20.0,50.0
53.7,58,0,1,0,29.0,18.0,47.0
50.4,58,0,1,0,28.0,18.0,38.5
62.3,58,0,1,0,30.0,20.0,50.0
59.3,58,0,1,0,30.0,20.0,49.0
56.4,58,0,1,0,28.0,19.0,46.0
50.8,58,0,1,0,29.0,16.5,35.0
68.8,58,0,1,0,30.0,19.0,48.5
46.3,58,0,1,0,28.5,16.0,38.0
63.2,58,0,1,0,29.0,19.0,50.0
54.5,58,0,1,0,29.0,19.5,46.0
54.9,58,0,1,0,28.5,19.0,46.5
57.5,58,0,1,0,29.5,19.0,45.0
43.8,58,0,1,0,25.5,16.0,28.0
44.5,58,0,1,0,28.0,15.0,19.5
32.7,58,0,1,0,30.0,17.5,32.5
61.9,58,0,1,0,30.0,20.0,49.0
56.0,58,0,1,0,28.0,20.0,45.0
69.4,58,0,1,0,30.0,20.0,49.0
42.4,58,0,1,0,30.0,7.0,21.0
30.9,58,0,1,0,30.0,14.0,22.5
39.9,58,0,1,0,30.0,6.0,9.5
50.8,58,0,1,0,29.0,14.0,39.0
53.3,58,0,1,0,29.5,19.0,42.5
59.3,58,0,1,0,30.0,20.0,48.0
60.0,58,0,1,0,28.0,19.0,47.0
58.9,58,0,1,0,29.0,19.0,45.0
44.5,58,0,1,0,30.0,12.0,20.0
44.5,58,0,1,0,28.0,18.0,24.0
60.0,58,0,1,0,29.5,20.0,48.5
64.9,58,0,1,0,30.0,20.0,48.0
65.8,58,0,1,0,29.5,19.0,49.0
71.2,58,0,1,0,30.0,20.0,50.0
44.5,58,0,1,0,30.0,17.0,28.5
51.7,58,0,1,0,28.0,17.0,41.0
65.3,58,0,1,0,30.0,20.0,48.0
60.0,58,0,1,0,29.0,19.0,47.5
43.1,58,0,1,0,27.0,14.0,19.5
58.6,58,0,1,0,29.0,17.0,38.5
63.6,58,0,1,0,29.0,20.0,48.5
56.4,58,0,1,0,29.0,18.5,46.0
48.5,58,0,1,0,29.0,18.5,46.0
46.3,58,0,1,0,28.0,18.0,39.0
66.2,58,0,1,0,30.0,20.0,46.5
61.2,58,0,1,0,29.5,19.0,43.5
49.9,58,0,1,0,27.0,11.0,23.0
64.9,58,0,1,0,30.0,19.5,47.0
58.9,58,0,1,0,28.0,19.0,45.0
58.2,58,0,1,0,30.0,20.0,49.5
62.3,58,0,1,0,30.0,20.0,50.0
52.9,58,0,1,0,29.5,20.0,42.0
45.1,58,0,1,0,28.0,14.0,38.5
54.9,58,0,1,0,29.5,19.0,48.5
45.8,58,0,1,0,30.0,15.5,16.5
49.5,58,0,1,0,29.0,16.0,42.5
49.0,58,0,1,0,28.0,16.0,37.5
64.4,58,0,1,0,30.0,19.0,45.5
62.3,58,0,1,0,30.0,20.0,49.5
45.8,58,0,1,0,28.5,19.0,37.5
58.9,58,0,1,0,29.0,18.0,40.5
63.6,58,0,1,0,30.0,20.0,49.5
58.6,58,0,1,0,30.0,20.0,49.0
45.8,58,0,1,0,29.0,16.5,32.0
43.8,58,0,1,0,28.0,14.0,31.0
68.3,58,0,1,0,30.0,19.5,50.0
39.0,58,0,1,0,30.0,14.0,21.5
57.5,58,0,1,0,29.0,19.0,35.0
42.4,58,0,1,0,26.0,14.5,38.0
68.8,58,0,1,0,30.0,20.0,49.5
37.9,58,0,1,0,30.0,16.0,23.0
53.7,58,0,1,0,27.0,16.0,33.5
48.0,58,0,1,0,29.5,18.0,40.0
58.6,58,0,1,0,29.0,19.0,39.5
45.8,58,0,1,0,27.0,14.5,27.5
59.3,58,0,1,0,30.0,20.0,49.5
41.6,58,0,1,0,30.0,15.5,45.5
45.1,58,0,1,0,26.5,14.5,28.5
58.6,58,0,1,0,30.0,20.0,48.5
46.9,58,0,1,0,28.0,12.0,17.5
42.4,58,0,1,0,27.0,13.0,23.0
57.5,58,0,1,0,30.0,19.0,48.5
51.3,58,0,1,0,29.0,17.0,28.0
46.3,58,0,1,0,28.5,16.0,32.0
57.1,58,0,1,0,30.0,20.0,45.0
56.4,58,0,1,0,29.5,19.5,44.5
52.1,59,2,1,1,24.0,16.0,35.5
35.6,59,2,1,1,19.0,7.0,12.0
52.9,59,2,1,1,28.0,15.0,24.5
56.7,59,2,1,1,26.0,18.0,39.0
46.3,59,2,1,1,26.0,13.0,19.0
46.3,59,2,1,1,27.0,17.0,32.5
50.8,59,2,1,1,27.0,15.5,44.0
49.0,59,2,1,1,22.0,17.0,32.0
37.9,59,2,1,1,22.0,11.5,26.5
0.0,59,2,1,1,17.0,18.0,13.0
58.2,59,2,1,1,30.0,17.0,38.0
52.1,59,2,1,1,26.0,15.0,36.0
59.3,59,2,1,1,30.0,18.0,43.0
48.5,59,2,1,1,28.0,18.0,38.5
45.1,59,2,1,1,27.0,15.0,40.0
52.1,59,2,1,1,24.0,14.0,23.0
64.9,59,2,1,1,28.0,18.5,47.0
42.4,59,2,1,1,19.0,12.5,23.0
52.9,59,2,1,1,27.0,17.0,38.0
60.4,59,2,1,1,29.0,19.0,47.0
57.5,59,2,1,1,29.0,18.0,46.0
52.9,59,2,1,1,26.0,13.0,37.0
53.3,59,2,1,1,28.0,18.0,30.5
61.2,59,2,1,1,28.0,17.0,46.0
0.0,59,2,1,1,28.0,20.0,48.5
54.1,59,2,1,1,24.0,19.0,33.5
40.8,59,2,1,1,28.0,17.0,39.0
40.8,59,2,1,1,25.0,5.0,24.0
69.4,59,2,1,1,30.0,20.0,49.0
35.6,59,2,1,1,20.0,12.0,22.0
47.5,59,2,1,1,24.0,17.0,34.0
48.5,59,2,1,1,29.0,14.0,27.5
68.8,59,2,1,1,29.0,19.0,50.0
56.0,59,2,1,1,30.0,20.0,45.0
0.0,59,2,1,1,21.0,13.0,26.0
64.9,59,2,1,1,30.0,20.0,49.5
25.9,59,2,1,1,26.0,7.0,8.0
40.8,59,2,1,1,24.0,13.0,25.0
69.4,59,2,1,1,30.0,20.0,49.5
64.0,59,2,1,1,29.0,20.0,49.5
40.8,59,2,1,1,21.0,13.0,35.5
51.7,59,2,1,1,20.0,10.0,37.5
32.7,59,2,1,1,17.0,1.0,18.5
52.5,59,2,1,1,26.0,15.5,38.5
63.2,59,2,1,1,29.0,20.0,43.5
46.3,59,2,1,1,23.0,14.0,25.0
25.9,59,2,1,1,26.0,10.0,9.0
69.4,59,2,1,1,30.0,20.0,50.0
34.300000000000004,59,2,1,1,22.0,7.0,29.0
62.3,59,2,1,1,28.0,20.0,45.0
52.9,59,2,1,1,27.0,15.5,44.0
61.6,59,2,1,1,29.0,20.0,43.0
60.0,59,2,1,1,28.0,13.5,36.5
60.4,59,2,1,1,25.0,18.0,44.0
48.0,59,2,1,1,22.0,12.0,31.5
58.6,59,2,1,1,28.0,19.0,47.0
62.3,59,2,1,1,26.0,20.0,46.5
37.9,59,2,1,1,27.0,17.0,34.5
62.3,59,2,1,1,30.0,19.0,38.0
56.0,59,2,1,1,27.0,20.0,48.5
47.5,59,2,1,1,23.0,12.0,27.0
52.9,59,2,1,1,23.0,16.0,39.0
55.6,59,2,1,1,29.0,17.0,43.0
42.4,59,2,1,1,28.0,15.0,27.0
51.7,59,2,1,1,24.0,17.0,37.0
35.6,59,2,1,1,8.0,5.0,24.0
57.5,59,2,1,1,27.0,19.0,45.5
34.300000000000004,59,2,1,1,22.0,15.0,43.5
54.5,59,2,1,1,27.0,19.0,41.0
37.9,59,2,1,1,19.0,11.0,15.0
46.9,59,2,1,1,26.0,12.0,32.5
51.7,59,2,1,1,27.0,16.0,32.0
36.8,59,2,1,1,24.0,13.0,17.0
45.1,59,2,1,1,19.0,6.0,24.0
36.8,59,2,1,1,23.0,12.5,24.0
45.1,59,2,1,1,26.0,8.5,38.5
53.7,59,2,1,1,26.0,16.0,39.5
44.5,59,2,1,1,21.0,15.0,30.5
68.8,59,2,1,1,30.0,20.0,47.0
52.5,59,2,1,1,25.0,16.0,40.5
49.9,59,2,1,1,29.0,17.0,36.5
54.1,59,2,1,1,30.0,18.0,35.5
43.1,59,2,1,1,20.0,7.0,37.0
59.7,59,2,1,1,29.0,19.0,42.5
42.4,59,2,1,1,24.0,15.5,29.0
67.2,59,2,1,1,29.0,20.0,47.0
55.3,59,2,1,1,28.0,18.0,39.5
44.5,59,2,1,1,20.0,9.0,21.5
45.8,59,2,1,1,25.0,11.0,16.5
55.6,59,2,1,1,26.0,15.0,30.5
43.8,59,2,1,1,23.0,11.0,15.0
56.7,59,2,1,1,29.0,17.0,42.0
58.6,59,2,1,1,26.0,17.0,39.0
49.5,59,2,1,1,27.0,15.0,45.0
42.4,59,2,1,1,21.0,16.0,28.0
0.0,59,2,1,1,20.0,13.5,23.0
35.6,59,2,1,1,18.0,11.0,21.5
48.5,59,2,1,1,26.0,16.0,42.0
46.9,59,2,1,1,25.0,14.0,23.5
52.9,59,2,1,1,27.0,18.0,43.5
34.300000000000004,59,2,1,1,21.0,12.0,39.0
25.9,59,2,1,1,21.0,5.0,11.0
37.9,59,2,1,1,20.0,15.5,21.5
51.7,59,2,1,1,23.0,18.0,33.0
60.8,59,2,1,1,26.0,19.0,41.0
37.9,59,2,1,1,21.0,15.0,29.0
52.9,59,2,1,1,23.0,18.0,41.0
59.7,59,2,1,1,29.0,18.0,48.0
41.6,59,2,1,1,12.0,6.0,15.5
42.4,59,2,1,1,27.0,14.0,22.0
45.1,59,2,1,1,25.0,15.0,30.0
57.1,59,2,1,1,26.0,18.0,44.0
0.0,59,2,1,1,23.0,18.0,34.5
61.2,59,2,1,1,28.0,18.0,37.0
50.8,59,2,1,1,30.0,18.0,36.5
66.7,59,2,1,1,30.0,19.0,44.0
54.5,59,2,1,1,29.0,18.0,31.5
53.7,60,3,1,0,28.5,18.0,32.5
63.6,60,3,1,0,29.5,20.0,37.5
48.0,60,3,1,0,28.5,14.5,23.5
65.8,60,3,1,0,30.0,19.5,43.0
56.4,60,3,1,0,29.0,17.5,33.0
48.0,60,3,1,0,29.0,14.5,32.0
40.8,60,3,1,0,29.0,15.5,16.0
61.9,60,3,1,0,30.0,19.0,37.5
47.5,60,3,1,0,28.5,12.0,19.5
51.3,60,3,1,0,29.0,18.0,24.5
46.3,60,3,1,0,26.5,9.0,11.0
53.7,60,3,1,0,28.0,13.0,37.5
52.5,60,3,1,0,30.0,18.0,29.0
58.9,60,3,1,0,30.0,19.5,37.5
45.1,60,3,1,0,27.5,13.5,19.0
47.5,60,3,1,0,29.0,12.5,25.5
58.6,60,3,1,0,29.5,18.5,34.0
56.0,60,3,1,0,30.0,19.0,42.5
44.5,60,3,1,0,25.0,12.0,10.0
48.5,60,3,1,0,24.5,14.0,28.5
51.3,60,3,1,0,29.0,18.5,23.5
43.1,60,3,1,0,30.0,16.0,14.0
51.7,60,3,1,0,27.5,16.0,18.5
64.0,60,3,1,0,30.0,20.0,46.0
43.1,60,3,1,0,30.0,17.0,26.0
48.0,60,3,1,0,29.0,19.0,27.5
50.8,60,3,1,0,27.5,14.5,22.0
52.5,60,3,1,0,29.5,19.0,31.5
54.9,60,3,1,0,29.0,16.5,28.0
61.2,60,3,1,0,30.0,20.0,42.5
56.0,60,3,1,0,27.0,14.0,21.0
45.8,60,3,1,0,27.5,10.0,10.5
46.9,60,3,1,0,24.0,15.0,17.0
45.1,61,3,1,0,24.5,12.5,33.5
58.9,61,3,1,0,29.0,19.0,48.0
51.3,61,3,1,0,27.5,16.5,34.5
41.6,61,3,1,0,20.0,5.0,17.0
39.0,61,3,1,0,24.5,10.0,23.0
49.0,61,3,1,0,27.5,16.5,33.5
62.3,61,3,1,0,29.0,17.0,47.0
51.3,61,3,1,0,23.5,16.5,37.0
62.7,61,3,1,0,29.0,18.0,43.0
52.5,61,3,1,0,25.5,15.0,24.0
42.4,61,3,1,0,24.5,12.0,26.0
41.6,61,3,1,0,26.5,12.5,30.5
60.0,61,3,1,0,29.0,19.0,48.0
62.3,61,3,1,0,28.5,19.0,48.0
56.7,61,3,1,0,29.0,15.5,40.0
64.0,61,3,1,0,30.0,19.5,49.0
60.8,61,3,1,0,29.0,18.5,48.0
56.0,61,3,1,0,26.5,18.0,42.0
65.3,61,3,1,0,29.0,20.0,42.5
44.5,61,3,1,0,25.5,10.0,22.0
51.7,61,3,1,0,26.5,13.5,35.0
60.8,61,3,1,0,29.0,18.5,40.5
47.5,61,3,1,0,26.5,14.5,30.5
49.9,61,3,1,0,28.5,16.5,41.0
40.8,61,3,1,0,20.5,6.5,17.5
68.8,61,3,1,0,30.0,20.0,47.5
54.9,61,3,1,0,29.5,19.5,41.0
55.3,61,3,1,0,28.0,15.0,42.0
61.9,61,3,1,0,29.5,18.0,43.0
61.6,61,3,1,0,27.0,17.0,41.5
43.1,61,3,1,0,25.0,13.0,25.5
50.8,61,3,1,0,26.0,15.0,36.5
56.0,61,3,1,0,27.5,15.0,43.0
43.8,61,3,1,0,25.5,13.5,33.0
60.4,61,3,1,0,29.5,20.0,48.0
59.3,61,3,1,0,29.0,19.5,41.0
65.3,61,3,1,0,29.5,19.5,49.5
39.9,61,3,1,0,20.0,7.0,16.0
43.8,61,3,1,0,20.0,6.5,21.5
64.0,61,3,1,0,30.0,19.5,49.5
50.4,61,3,1,0,23.5,16.5,31.5
53.3,61,3,1,0,29.0,19.5,44.0
41.6,61,3,1,0,26.0,11.5,36.5
65.8,61,3,1,0,30.0,19.5,50.0
54.9,61,3,1,0,29.5,18.0,46.0
47.5,61,3,1,0,26.5,9.0,32.0
56.7,61,3,1,0,28.5,18.0,38.0
40.8,61,3,1,0,24.0,8.5,25.5
49.5,61,3,1,0,27.5,16.0,33.0
47.5,61,3,1,0,26.0,16.5,31.5
73.3,61,3,1,0,29.0,20.0,48.0
0.0,61,3,1,0,30.0,20.0,47.5
66.7,61,3,1,0,30.0,20.0,49.0
51.3,61,3,1,0,28.0,17.0,35.5
54.9,61,3,1,0,27.5,16.5,34.5
66.2,61,3,1,0,30.0,19.5,46.0
43.1,61,3,1,0,28.0,12.5,29.0
48.0,61,3,1,0,27.0,18.0,43.5
44.5,61,3,1,0,21.5,13.5,20.5
43.1,61,3,1,0,25.0,12.0,27.0
68.3,61,3,1,0,30.0,20.0,50.0
43.8,61,3,1,0,26.0,9.0,25.0
42.4,61,3,1,0,22.5,10.0,27.5
46.3,61,3,1,0,27.5,17.5,41.5
40.8,61,3,1,0,26.0,12.0,36.5
59.3,61,3,1,0,29.5,19.0,46.5
49.5,61,3,1,0,28.0,13.0,36.5
60.8,61,3,1,0,30.0,19.5,48.5
50.8,61,3,1,0,28.0,15.0,35.5
71.8,61,3,1,0,30.0,20.0,50.0
45.1,61,3,1,0,24.5,12.0,31.0
66.7,61,3,1,0,30.0,19.5,49.0
60.8,61,3,1,0,29.5,19.0,40.5
52.9,61,3,1,0,28.0,18.0,41.5
48.0,61,3,1,0,28.5,15.5,33.0
80.0,61,3,1,0,30.0,20.0,50.0
48.0,61,3,1,0,26.0,17.0,34.5
63.6,61,3,1,0,30.0,19.5,45.5
67.2,61,3,1,0,29.5,19.0,49.0
41.6,61,3,1,0,23.0,10.5,22.0
49.0,61,3,1,0,23.5,11.5,24.5
60.0,61,3,1,0,30.0,19.0,46.5
57.1,61,3,1,0,29.5,19.0,48.0
56.4,61,3,1,0,28.0,18.5,40.5
56.4,61,3,1,0,29.5,19.0,43.0
72.5,61,3,1,0,29.5,20.0,47.5
61.2,61,3,1,0,29.5,18.5,44.5
64.0,62,0,1,0,29.0,19.0,47.0
58.2,62,0,1,0,29.0,15.5,48.0
43.1,62,0,1,0,26.5,16.0,45.0
44.5,62,0,1,0,25.5,12.5,45.0
43.8,62,0,1,0,30.0,16.0,44.0
43.1,62,0,1,0,26.5,15.0,41.0
57.1,62,0,1,0,28.5,20.0,49.0
43.1,62,0,1,0,25.0,12.0,30.0
43.1,62,0,1,0,26.0,18.0,48.0
45.8,62,0,1,0,26.0,13.0,41.0
49.9,62,0,1,0,26.5,13.5,44.0
74.9,62,0,1,0,30.0,20.0,50.0
48.5,62,0,1,0,28.0,19.0,47.0
57.8,62,0,1,0,28.0,20.0,49.0
42.4,62,0,1,0,27.5,16.5,46.0
32.7,62,0,1,0,30.0,12.5,35.0
56.4,62,0,1,0,27.0,18.0,48.0
53.3,62,0,1,0,28.5,20.0,49.0
54.9,62,0,1,0,26.5,15.5,42.0
48.0,62,0,1,0,30.0,18.0,45.0
61.6,62,0,1,0,28.0,19.5,50.0
49.5,62,0,1,0,26.0,17.0,42.0
58.9,62,0,1,0,29.0,20.0,49.0
36.8,62,0,1,0,30.0,13.5,38.0
63.2,62,0,1,0,29.0,19.5,50.0
37.9,62,0,1,0,26.0,12.5,35.0
45.8,62,0,1,0,27.5,15.5,36.0
39.9,62,0,1,0,30.0,14.0,38.0
41.6,62,0,1,0,30.0,14.0,43.0
62.3,62,0,1,0,30.0,20.0,50.0
51.7,62,0,1,0,28.0,18.0,48.0
44.5,62,0,1,0,26.0,12.0,40.0
41.6,62,0,1,0,27.0,12.0,41.0
55.3,62,0,1,0,28.5,17.5,48.0
65.3,62,0,1,0,29.5,19.5,50.0
61.2,62,0,1,0,29.0,19.0,50.0
42.4,62,0,1,0,25.0,12.0,42.0
62.7,62,0,1,0,29.0,20.0,49.0
46.3,62,0,1,0,30.0,15.0,45.0
35.6,62,0,1,0,27.0,13.0,36.0
43.8,62,0,1,0,25.5,13.0,48.0
52.5,62,0,1,0,28.0,18.0,48.0
39.9,62,0,1,0,30.0,12.0,32.0
65.3,62,0,1,0,30.0,20.0,50.0
37.9,62,0,1,0,26.0,13.0,38.0
45.1,62,0,1,0,30.0,13.0,37.0
41.6,62,0,1,0,30.0,15.5,30.0
63.6,62,0,1,0,29.5,20.0,49.0
71.2,62,0,1,0,30.0,20.0,50.0
58.6,62,0,1,0,29.0,20.0,49.0
69.9,62,0,1,0,30.0,20.0,50.0
50.4,62,0,1,0,27.0,18.0,50.0
37.9,62,0,1,0,30.0,14.5,30.0
63.6,62,0,1,0,29.5,19.0,50.0
63.2,62,0,1,0,29.5,20.0,50.0
34.300000000000004,62,0,1,0,26.0,12.0,33.0
43.8,62,0,1,0,30.0,14.5,43.0
53.7,62,0,1,0,26.0,17.5,49.0
55.3,62,0,1,0,27.0,18.0,48.0
59.7,62,0,1,0,29.0,19.0,49.0
43.8,62,0,1,0,26.5,12.0,43.0
49.5,62,0,1,0,27.0,16.0,47.0
54.5,62,0,1,0,28.5,19.0,50.0
54.1,62,0,1,0,28.5,18.0,50.0
43.8,62,0,1,0,30.0,17.0,42.0
56.7,62,0,1,0,27.0,18.5,47.0
52.5,62,0,1,0,26.5,15.0,46.0
52.9,62,0,1,0,27.5,19.0,46.0
28.8,62,0,1,0,25.5,12.0,32.0
49.5,62,0,1,0,26.0,14.0,42.0
45.1,62,0,1,0,26.0,15.5,48.0
61.2,62,0,1,0,28.5,19.0,47.0
35.6,62,0,1,0,26.0,13.0,33.0
48.0,62,0,1,0,27.0,15.0,43.0
30.9,62,0,1,0,26.5,12.5,37.0
40.8,62,0,1,0,27.0,15.0,48.0
45.8,62,0,1,0,24.0,14.0,43.0
47.5,62,0,1,0,24.5,17.5,44.0
64.0,62,0,1,0,29.0,19.0,50.0
43.1,62,0,1,0,26.5,15.0,41.0
64.4,62,0,1,0,29.0,19.0,50.0
43.1,62,0,1,0,27.0,17.5,46.0
61.2,62,0,1,0,29.0,17.0,47.0
28.8,63,1,1,0,20.0,3.0,10.5
45.1,63,1,1,0,25.0,16.5,28.5
67.7,63,1,1,0,30.0,20.0,50.0
62.3,63,1,1,0,30.0,20.0,49.5
69.9,63,1,1,0,30.0,20.0,49.5
48.0,63,1,1,0,27.0,15.5,37.5
39.0,63,1,1,0,24.0,12.0,25.5
61.9,63,1,1,0,29.0,19.0,46.0
54.5,63,1,1,0,29.0,18.5,41.0
58.2,63,1,1,0,29.0,20.0,48.0
60.4,63,1,1,0,30.0,19.5,45.5
68.3,63,1,1,0,30.0,20.0,49.0
43.1,63,1,1,0,26.0,12.0,22.0
55.3,63,1,1,0,30.0,18.5,41.5
62.7,63,1,1,0,30.0,20.0,47.0
63.6,63,1,1,0,30.0,19.0,50.0
48.0,63,1,1,0,27.0,18.5,40.0
49.5,63,1,1,0,29.0,17.5,44.0
52.5,63,1,1,0,28.0,18.0,44.0
44.5,63,1,1,0,25.0,12.0,30.0
58.6,63,1,1,0,30.0,19.5,49.0
48.5,63,1,1,0,25.0,12.0,31.0
67.7,63,1,1,0,30.0,20.0,50.0
49.5,63,1,1,0,25.0,13.0,18.5
60.4,63,1,1,0,29.0,20.0,45.5
62.7,63,1,1,0,30.0,19.0,50.0
61.6,63,1,1,0,30.0,19.0,46.5
42.4,63,1,1,0,27.0,15.0,28.0
43.1,63,1,1,0,22.0,8.5,32.5
69.9,63,1,1,0,30.0,20.0,49.5
49.9,63,1,1,0,26.0,16.5,34.0
61.6,63,1,1,0,30.0,19.5,49.0
43.8,63,1,1,0,26.0,15.5,38.5
74.9,63,1,1,0,30.0,20.0,50.0
40.8,63,1,1,0,21.0,13.0,26.0
40.8,63,1,1,0,27.0,15.0,31.0
67.7,63,1,1,0,30.0,20.0,48.0
64.9,63,1,1,0,30.0,20.0,48.0
59.7,63,1,1,0,30.0,19.0,48.0
49.5,63,1,1,0,27.0,16.5,31.0
68.8,63,1,1,0,30.0,20.0,49.0
48.0,63,1,1,0,26.0,14.0,31.5
47.5,63,1,1,0,29.0,17.5,43.5
49.9,63,1,1,0,28.0,15.5,38.0
71.2,63,1,1,0,29.5,20.0,50.0
56.7,63,1,1,0,28.0,19.5,41.0
